	issue	value
2142	264	0
2143	264	0
2144	264	0
2145	265	0
2146	265	0
2147	265	0
2148	265	0
2149	266	0
2150	266	0
2151	266	0
2152	266	0
2153	267	0
2154	267	0
2155	267	0
2156	267	0
2157	268	0
2158	268	0
2159	268	0
2160	268	0
2161	269	6
2162	269	0
2163	269	0
2164	269	5
2165	270	0
2166	270	0
2167	270	0
2168	270	0
2169	271	0
2170	271	0
2171	271	0
2172	271	0
2173	272	0
2174	272	0
2175	272	0
2176	272	0
2177	273	0
2178	273	0
2179	273	0
2180	273	0
2181	274	48
2182	274	0
2183	274	90
2184	274	36
2185	275	7
2186	275	0
2187	275	11
2188	275	6
2189	276	0
2190	276	0
2191	276	0
2192	276	0
2193	277	0
2194	277	0
2195	277	0
2196	277	0
2197	278	0
2198	278	0
2199	278	0
2200	278	0
2201	279	0
2202	279	0
2203	279	0
2204	279	0
2205	280	0
2206	280	0
2207	280	0
2208	280	0
2209	97	0
2210	97	0
2211	97	0
2212	97	0
2213	98	0
2214	98	0
2215	98	0
2216	98	0
2217	99	0
2218	99	0
2219	99	0
2220	99	0
2221	100	0
2222	100	0
2223	100	0
2224	100	0
2225	101	0
2226	101	0
2227	101	0
2228	101	0
2229	102	0
2230	102	0
2231	102	0
2232	102	0
2233	103	0
2234	103	0
2235	103	0
2236	103	0
2237	104	0
2238	104	0
2239	104	0
2240	104	2
2241	105	0
2242	105	0
2243	105	0
2244	105	0
2245	106	0
2246	106	0
2247	106	0
2248	106	0
2249	107	0
2250	107	0
2251	107	0
2252	107	0
2253	108	0
2254	108	0
2255	108	0
2256	108	0
2257	109	0
2258	109	0
2259	109	0
2260	109	0
2261	110	0
2262	110	0
2263	110	0
2264	110	0
2265	111	0
2266	111	0
2267	111	0
2268	111	0
2269	112	0
2270	112	0
2271	112	0
2272	112	0
2273	113	0
2274	113	0
2275	113	0
2276	113	0
2277	114	0
2278	114	0
2279	114	0
2280	114	0
2281	115	0
2282	115	0
2283	115	0
2284	115	0
2285	116	0
2286	116	0
2287	116	0
2288	116	0
2289	117	0
2290	117	0
2291	117	0
2292	117	0
2293	118	0
2294	118	0
2295	118	0
2296	118	0
2297	119	0
2298	119	0
2299	119	0
2300	119	0
2301	120	0
2302	120	0
2303	120	0
2304	120	0
2305	121	0
2306	121	0
2307	121	0
2308	121	0
2309	122	0
2310	122	0
2311	122	0
2312	122	0
2313	123	0
2314	123	0
2315	123	0
2316	123	0
2317	124	0
2318	124	0
2319	124	0
2320	124	0
2321	125	7
2322	125	0
2323	125	0
2324	125	2
2325	126	0
2326	126	0
2327	126	0
2328	126	0
2329	127	0
2330	127	0
2331	127	0
2332	127	0
2333	128	0
2334	128	0
2335	128	0
2336	128	0
2337	129	0
2338	129	0
2339	129	0
2340	129	0
2341	130	0
2342	130	0
2343	130	0
2344	130	0
2345	131	0
2346	131	0
2347	131	0
2348	131	0
2349	132	0
2350	132	0
2351	132	0
2352	132	0
2353	133	0
2354	133	0
2355	133	0
2356	133	0
2357	134	0
2358	134	0
2359	134	0
2360	134	0
2361	135	0
2362	135	0
2363	135	0
2364	135	0
2365	136	0
2366	136	0
2367	136	0
2368	136	0
2369	137	0
2370	137	0
2371	137	0
2372	137	0
2373	138	0
2374	138	0
2375	138	0
2376	138	0
2377	139	0
2378	139	0
2379	139	0
2380	139	0
2381	140	0
2382	140	0
2383	140	0
2384	140	0
2385	141	6
2386	141	0
2387	141	0
2388	141	5
2389	142	0
2390	142	0
2391	142	0
2392	142	1
2393	143	0
2394	143	0
2395	143	0
2396	143	0
2397	144	0
2398	144	0
2399	144	0
2400	144	0
2401	145	0
2402	145	0
2403	145	0
2404	145	0
2405	146	0
2406	146	0
2407	146	0
2408	146	0
2409	147	0
2410	147	0
2411	147	0
2412	147	0
2413	148	0
2414	148	0
2415	148	0
2416	148	0
2417	149	0
2418	149	0
2419	149	0
2420	149	0
2421	150	0
2422	150	0
2423	150	0
2424	150	5
2425	151	0
2426	151	0
2427	151	0
2428	151	0
2429	152	0
2430	152	0
2431	152	0
2432	152	0
2433	153	0
2434	153	0
2435	153	0
2436	153	0
2437	154	0
2438	154	0
2439	154	0
2440	154	0
2441	155	0
2442	155	0
2443	155	0
2444	155	0
2445	156	0
2446	156	0
2447	156	0
2448	156	0
2449	157	0
2450	157	0
2451	157	0
2452	157	0
2453	158	0
2454	158	0
2455	158	0
2456	158	0
2457	159	0
2458	159	0
2459	159	0
2460	159	0
2461	160	0
2462	160	0
2463	160	0
2464	160	0
2465	161	46
2466	161	1
2467	161	0
2468	161	37
2469	162	0
2470	162	0
2471	162	0
2472	162	0
2473	163	0
2474	163	0
2475	163	0
2476	163	0
2477	164	0
2478	164	0
2479	164	0
2480	164	0
2481	165	0
2482	165	0
2483	165	0
2484	165	0
2485	166	0
2486	166	0
2487	166	0
2488	166	0
2489	167	0
2490	167	0
2491	167	0
2492	167	0
2493	168	0
2494	168	0
2495	168	0
2496	168	0
2497	169	0
2498	169	0
2499	169	0
2500	169	0
2501	170	0
2502	170	0
2503	170	0
2504	170	0
2505	171	0
2506	171	0
2507	171	0
2508	171	0
2509	172	0
2510	172	0
2511	172	0
2512	172	0
2513	173	0
2514	173	0
2515	173	0
2516	173	0
2517	174	0
2518	174	0
2519	174	0
2520	174	0
2521	175	0
2522	175	0
2523	175	0
2524	175	0
2525	176	0
2526	176	0
2527	176	0
2528	176	0
2529	177	0
2530	177	0
2531	177	0
2532	177	0
2533	178	0
2534	178	0
2535	178	0
2536	178	0
2537	179	0
2538	179	0
2539	179	0
2540	179	0
2541	180	0
2542	180	0
2543	180	0
2544	180	0
2545	181	0
2546	181	0
2547	181	0
2548	181	0
2549	182	0
2550	182	0
2551	182	0
2552	182	0
2553	183	0
2554	183	0
2555	183	0
2556	183	0
2557	184	0
2558	184	0
2559	184	0
2560	184	0
2561	185	0
2562	185	0
2563	185	0
2564	185	0
2565	186	0
2566	186	0
2567	186	0
2568	186	0
2569	187	0
2570	187	0
2571	187	0
2572	187	0
2573	188	0
2574	188	0
2575	188	0
2576	188	0
2577	189	0
2578	189	0
2579	189	0
2580	189	0
2581	190	0
2582	190	0
2583	190	0
2584	190	0
2585	191	0
2586	191	0
2587	191	0
2588	191	0
2589	192	0
2590	192	0
2591	192	0
2592	192	0
2593	193	0
2594	193	0
2595	193	0
2596	193	0
2597	194	0
2598	194	0
2599	194	0
2600	194	0
2601	195	0
2602	195	0
2603	195	0
2604	195	0
2605	196	27
2606	196	0
2607	196	0
2608	196	17
2609	197	0
2610	197	0
2611	197	0
2612	197	0
2613	198	0
2614	198	0
2615	198	0
2616	198	0
2617	199	39
2618	199	0
2619	199	0
2620	199	25
2621	200	0
2622	200	0
2623	200	0
2624	200	1
2625	201	3
2626	201	0
2627	201	0
2628	201	5
2629	202	0
2630	202	0
2631	202	0
2632	202	3
2633	203	0
2634	203	0
2635	203	0
2636	203	7
2637	204	0
2638	204	0
2639	204	0
2640	204	0
2641	205	0
2642	205	0
2643	205	0
2644	205	0
2645	206	0
2646	206	0
2647	206	0
2648	206	0
2649	207	0
2650	207	0
2651	207	0
2652	207	0
2653	208	0
2654	208	0
2655	208	0
2656	208	0
2657	209	0
2658	209	0
2659	209	0
2660	209	0
2661	210	7
2662	210	6
2663	210	1
2664	210	9
2665	211	8
2666	211	1
2667	211	1
2668	211	7
2669	212	0
2670	212	0
2671	212	0
2672	212	0
2673	213	0
2674	213	0
2675	213	0
2676	213	0
2677	214	0
2678	214	0
2679	214	0
2680	214	0
2681	215	0
2682	215	0
2683	215	0
2684	215	0
2685	216	0
2686	216	0
2687	216	0
2688	216	0
2689	217	0
2690	217	0
2691	217	0
2692	217	0
2693	218	0
2694	218	0
2695	218	0
2696	218	0
2697	219	16
2698	219	0
2699	219	0
2700	219	19
2701	220	0
2702	220	0
2703	220	0
2704	220	0
2705	221	0
2706	221	0
2707	221	0
2708	221	0
2709	222	0
2710	222	0
2711	222	0
2712	222	0
2713	223	0
2714	223	0
2715	223	0
2716	223	0
2717	224	0
2718	224	0
2719	224	0
2720	224	0
2721	225	0
2722	225	0
2723	225	0
2724	225	0
2725	226	0
2726	226	0
2727	226	0
2728	226	0
2729	227	0
2730	227	0
2731	227	0
2732	227	0
2733	228	0
2734	228	0
2735	228	0
2736	228	0
2737	229	0
2738	229	0
2739	229	0
2740	229	0
2741	230	0
2742	230	0
2743	230	0
2744	230	0
2745	231	0
2746	231	0
2747	231	0
2748	231	0
2749	232	0
2750	232	0
2751	232	0
2752	232	0
2753	233	0
2754	233	0
2755	233	0
2756	233	0
2757	234	0
2758	234	0
2759	234	0
2760	234	0
2761	235	0
2762	235	0
2763	235	0
2764	235	0
2765	236	0
2766	236	0
2767	236	0
2768	236	0
2769	237	0
2770	237	0
2771	237	0
2772	237	0
2773	238	0
2774	238	0
2775	238	0
2776	238	0
2777	239	0
2778	239	0
2779	239	0
2780	239	0
2781	240	0
2782	240	0
2783	240	0
2784	240	0
2785	241	0
2786	241	0
2787	241	0
2788	241	0
2789	242	0
2790	242	0
2791	242	0
2792	242	0
2793	243	0
2794	243	0
2795	243	0
2796	243	0
2797	244	0
2798	244	0
2799	244	0
2800	244	0
2801	245	0
2802	245	0
2803	245	0
2804	245	0
2805	246	0
2806	246	0
2807	246	0
2808	246	0
2809	247	0
2810	247	0
2811	247	0
2812	247	0
2813	248	0
2814	248	0
2815	248	0
2816	248	0
2817	249	0
2818	249	0
2819	249	0
2820	249	0
2821	250	0
2822	250	0
2823	250	0
2824	250	0
2825	251	0
2826	251	0
2827	251	0
2828	251	0
2829	252	0
2830	252	0
2831	252	0
2832	252	0
2833	253	0
2834	253	0
2835	253	0
2836	253	0
2837	254	0
2838	254	0
2839	254	0
2840	254	0
2841	255	0
2842	255	0
2843	255	0
2844	255	0
2845	256	0
2846	256	0
2847	256	0
2848	256	0
2849	257	0
2850	257	0
2851	257	0
2852	257	0
2853	258	0
2854	258	0
2855	258	0
2856	258	0
2857	259	0
2858	259	0
2859	259	0
2860	259	0
2861	260	0
2862	260	0
2863	260	0
2864	260	0
2865	261	0
2866	261	0
2867	261	0
2868	261	0
2869	262	0
2870	262	0
2871	262	0
2872	262	0
2873	263	0
2874	263	0
2875	263	0
2876	263	0
2877	264	0
2878	264	0
2879	264	0
2880	264	0
2881	265	0
2882	265	0
2883	265	0
2884	265	0
2885	266	0
2886	266	0
2887	266	0
2888	266	0
2889	267	0
2890	267	0
2891	267	0
2892	267	0
2893	268	0
2894	268	0
2895	268	0
2896	268	0
2897	269	0
2898	269	0
2899	269	0
2900	269	0
2901	270	0
2902	270	0
2903	270	0
2904	270	0
2905	271	0
2906	271	0
2907	271	0
2908	271	0
2909	272	0
2910	272	0
2911	272	0
2912	272	0
2913	273	0
2914	273	0
2915	273	0
2916	273	0
2917	274	4
2918	274	0
2919	274	22
2920	274	10
2921	275	34
2922	275	1
2923	275	49
2924	275	24
2925	276	0
2926	276	0
2927	276	0
2928	276	0
2929	277	0
2930	277	0
2931	277	0
2932	277	0
2933	278	0
2934	278	0
2935	278	0
2936	278	0
2937	279	0
2938	279	0
2939	279	0
2940	279	0
2941	280	0
2942	280	0
2943	280	0
2944	280	0
2945	97	10
2946	97	0
2947	97	0
2948	97	17
2949	98	3
2950	98	0
2951	98	0
2952	98	5
2953	99	25
2954	99	5
2955	99	0
2956	99	27
2957	100	17
2958	100	2
2959	100	0
2960	100	15
2961	101	8
2962	101	0
2963	101	0
2964	101	9
2965	102	14
2966	102	8
2967	102	0
2968	102	26
2969	103	29
2970	103	0
2971	103	0
2972	103	28
2973	104	8
2974	104	2
2975	104	0
2976	104	20
2977	105	6
2978	105	7
2979	105	0
2980	105	17
2981	106	0
2982	106	0
2983	106	0
2984	106	0
2985	107	16
2986	107	14
2987	107	0
2988	107	17
2989	108	2
2990	108	2
2991	108	0
2992	108	16
2993	109	25
2994	109	7
2995	109	0
2996	109	17
2997	110	28
2998	110	4
2999	110	0
3000	110	23
3001	111	3
3002	111	0
3003	111	0
3004	111	5
3005	112	6
3006	112	5
3007	112	0
3008	112	15
3009	113	12
3010	113	1
3011	113	0
3012	113	10
3013	114	8
3014	114	0
3015	114	0
3016	114	13
3017	115	7
3018	115	0
3019	115	0
3020	115	16
3021	116	18
3022	116	3
3023	116	0
3024	116	28
3025	117	0
3026	117	0
3027	117	0
3028	117	4
3029	118	9
3030	118	4
3031	118	0
3032	118	21
3033	119	10
3034	119	19
3035	119	0
3036	119	17
3037	120	1
3038	120	0
3039	120	0
3040	120	3
3041	121	10
3042	121	1
3043	121	0
3044	121	12
3045	122	0
3046	122	0
3047	122	0
3048	122	0
3049	123	2
3050	123	9
3051	123	0
3052	123	13
3053	124	12
3054	124	4
3055	124	0
3056	124	22
3057	125	9
3058	125	5
3059	125	0
3060	125	14
3061	126	16
3062	126	6
3063	126	0
3064	126	24
3065	127	6
3066	127	3
3067	127	0
3068	127	22
3069	128	4
3070	128	5
3071	128	0
3072	128	15
3073	129	0
3074	129	0
3075	129	0
3076	129	0
3077	130	9
3078	130	9
3079	130	0
3080	130	18
3081	131	10
3082	131	4
3083	131	0
3084	131	19
3085	132	9
3086	132	1
3087	132	0
3088	132	14
3089	133	5
3090	133	1
3091	133	0
3092	133	6
3093	134	9
3094	134	0
3095	134	0
3096	134	21
3097	135	8
3098	135	2
3099	135	0
3100	135	12
3101	136	11
3102	136	0
3103	136	0
3104	136	13
3105	137	8
3106	137	28
3107	137	0
3108	137	28
3109	138	0
3110	138	0
3111	138	0
3112	138	4
3113	139	33
3114	139	10
3115	139	0
3116	139	30
3117	140	15
3118	140	28
3119	140	0
3120	140	23
3121	141	16
3122	141	0
3123	141	0
3124	141	17
3125	142	17
3126	142	0
3127	142	0
3128	142	20
3129	143	0
3130	143	0
3131	143	0
3132	143	0
3133	144	8
3134	144	1
3135	144	0
3136	144	5
3137	145	5
3138	145	0
3139	145	0
3140	145	17
3141	146	0
3142	146	4
3143	146	0
3144	146	4
3145	147	7
3146	147	28
3147	147	0
3148	147	36
3149	148	7
3150	148	4
3151	148	0
3152	148	10
3153	149	22
3154	149	5
3155	149	0
3156	149	33
3157	150	51
3158	150	0
3159	150	0
3160	150	47
3161	151	2
3162	151	0
3163	151	0
3164	151	8
3165	152	11
3166	152	2
3167	152	0
3168	152	18
3169	153	5
3170	153	0
3171	153	0
3172	153	3
3173	154	2
3174	154	2
3175	154	0
3176	154	4
3177	155	15
3178	155	0
3179	155	0
3180	155	13
3181	156	8
3182	156	0
3183	156	0
3184	156	8
3185	157	28
3186	157	2
3187	157	0
3188	157	31
3189	158	15
3190	158	5
3191	158	0
3192	158	19
3193	159	26
3194	159	0
3195	159	0
3196	159	25
3197	160	11
3198	160	3
3199	160	0
3200	160	26
3201	161	0
3202	161	0
3203	161	0
3204	161	0
3205	162	0
3206	162	0
3207	162	0
3208	162	0
3209	163	0
3210	163	0
3211	163	0
3212	163	0
3213	164	19
3214	164	0
3215	164	0
3216	164	16
3217	165	3
3218	165	0
3219	165	0
3220	165	4
3221	166	8
3222	166	0
3223	166	0
3224	166	22
3225	167	10
3226	167	0
3227	167	0
3228	167	18
3229	168	0
3230	168	0
3231	168	0
3232	168	1
3233	169	22
3234	169	1
3235	169	0
3236	169	22
3237	170	34
3238	170	1
3239	170	0
3240	170	27
3241	171	10
3242	171	4
3243	171	0
3244	171	18
3245	172	5
3246	172	0
3247	172	0
3248	172	7
3249	173	0
3250	173	0
3251	173	0
3252	173	0
3253	174	0
3254	174	0
3255	174	0
3256	174	0
3257	175	7
3258	175	5
3259	175	0
3260	175	18
3261	176	0
3262	176	0
3263	176	0
3264	176	1
3265	177	0
3266	177	0
3267	177	0
3268	177	0
3269	178	0
3270	178	0
3271	178	0
3272	178	0
3273	179	7
3274	179	8
3275	179	0
3276	179	6
3277	180	0
3278	180	0
3279	180	0
3280	180	0
3281	181	4
3282	181	1
3283	181	0
3284	181	14
3285	182	0
3286	182	0
3287	182	0
3288	182	0
3289	183	8
3290	183	0
3291	183	0
3292	183	3
3293	184	6
3294	184	1
3295	184	0
3296	184	11
3297	185	0
3298	185	0
3299	185	0
3300	185	0
3301	186	0
3302	186	0
3303	186	0
3304	186	0
3305	187	0
3306	187	0
3307	187	0
3308	187	0
3309	188	45
3310	188	1
3311	188	0
3312	188	39
3313	189	2
3314	189	0
3315	189	0
3316	189	2
3317	190	0
3318	190	0
3319	190	0
3320	190	0
3321	191	0
3322	191	0
3323	191	0
3324	191	1
3325	192	75
3326	192	9
3327	192	1
3328	192	46
3329	193	55
3330	193	12
3331	193	1
3332	193	41
3333	194	7
3334	194	0
3335	194	0
3336	194	10
3337	195	0
3338	195	0
3339	195	0
3340	195	0
3341	196	23
3342	196	0
3343	196	0
3344	196	7
3345	197	0
3346	197	0
3347	197	0
3348	197	0
3349	198	0
3350	198	0
3351	198	0
3352	198	0
3353	199	4
3354	199	7
3355	199	0
3356	199	6
3357	200	17
3358	200	0
3359	200	0
3360	200	20
3361	201	17
3362	201	0
3363	201	0
3364	201	15
3365	202	6
3366	202	0
3367	202	0
3368	202	5
3369	203	0
3370	203	0
3371	203	0
3372	203	0
3373	204	112
3374	204	77
3375	204	0
3376	204	68
3377	205	0
3378	205	0
3379	205	0
3380	205	0
3381	206	0
3382	206	0
3383	206	0
3384	206	0
3385	207	4
3386	207	0
3387	207	0
3388	207	2
3389	208	7
3390	208	0
3391	208	0
3392	208	8
3393	209	7
3394	209	0
3395	209	0
3396	209	10
3397	210	0
3398	210	0
3399	210	0
3400	210	0
3401	211	11
3402	211	2
3403	211	0
3404	211	18
3405	212	0
3406	212	0
3407	212	0
3408	212	0
3409	213	0
3410	213	0
3411	213	0
3412	213	0
3413	214	0
3414	214	0
3415	214	0
3416	214	0
3417	215	0
3418	215	0
3419	215	0
3420	215	0
3421	216	0
3422	216	0
3423	216	0
3424	216	0
3425	217	0
3426	217	0
3427	217	0
3428	217	0
3429	218	0
3430	218	0
3431	218	0
3432	218	0
3433	219	0
3434	219	0
3435	219	0
3436	219	0
3437	220	0
3438	220	0
3439	220	0
3440	220	0
3441	221	0
3442	221	0
3443	221	0
3444	221	0
3445	222	0
3446	222	0
3447	222	0
3448	222	0
3449	223	0
3450	223	0
3451	223	0
3452	223	0
3453	224	0
3454	224	0
3455	224	0
3456	224	0
3457	225	0
3458	225	0
3459	225	0
3460	225	0
3461	226	0
3462	226	0
3463	226	0
3464	226	0
3465	227	0
3466	227	0
3467	227	0
3468	227	0
3469	228	0
3470	228	0
3471	228	0
3472	228	0
3473	229	0
3474	229	0
3475	229	0
3476	229	0
3477	230	0
3478	230	0
3479	230	0
3480	230	0
3481	231	0
3482	231	0
3483	231	0
3484	231	0
3485	232	0
3486	232	0
3487	232	0
3488	232	0
3489	233	0
3490	233	0
3491	233	0
3492	233	0
3493	234	0
3494	234	0
3495	234	0
3496	234	0
3497	235	0
3498	235	0
3499	235	0
3500	235	0
3501	236	0
3502	236	0
3503	236	0
3504	236	0
3505	237	0
3506	237	0
3507	237	0
3508	237	0
3509	238	0
3510	238	0
3511	238	0
3512	238	0
3513	239	0
3514	239	0
3515	239	0
3516	239	0
3517	240	0
3518	240	0
3519	240	0
3520	240	0
3521	241	0
3522	241	0
3523	241	0
3524	241	0
3525	242	0
3526	242	0
3527	242	0
3528	242	0
3529	243	0
3530	243	0
3531	243	0
3532	243	0
3533	244	0
3534	244	0
3535	244	0
3536	244	0
3537	245	0
3538	245	0
3539	245	0
3540	245	0
3541	246	0
3542	246	0
3543	246	0
3544	246	0
3545	247	0
3546	247	0
3547	247	0
3548	247	0
3549	248	0
3550	248	0
3551	248	0
3552	248	0
3553	249	0
3554	249	0
3555	249	0
3556	249	0
3557	250	0
3558	250	0
3559	250	0
3560	250	0
3561	251	0
3562	251	0
3563	251	0
3564	251	0
3565	252	0
3566	252	0
3567	252	0
3568	252	0
3569	253	0
3570	253	0
3571	253	0
3572	253	0
3573	254	0
3574	254	0
3575	254	0
3576	254	0
3577	255	0
3578	255	0
3579	255	0
3580	255	0
3581	256	0
3582	256	0
3583	256	0
3584	256	0
3585	257	0
3586	257	0
3587	257	0
3588	257	0
3589	258	0
3590	258	0
3591	258	0
3592	258	0
3593	259	0
3594	259	0
3595	259	0
3596	259	0
3597	260	0
3598	260	0
3599	260	0
3600	260	0
3601	261	0
3602	261	0
3603	261	0
3604	261	0
3605	262	0
3606	262	0
3607	262	0
3608	262	0
3609	263	0
3610	263	0
3611	263	0
3612	263	0
3613	264	0
3614	264	0
3615	264	0
3616	264	0
3617	265	0
3618	265	0
3619	265	0
3620	265	0
3621	266	0
3622	266	0
3623	266	0
3624	266	0
3625	267	0
3626	267	0
3627	267	0
3628	267	0
3629	268	0
3630	268	0
3631	268	0
3632	268	0
3633	269	0
3634	269	0
3635	269	0
3636	269	0
3637	270	0
3638	270	0
3639	270	0
3640	270	0
3641	271	0
3642	271	0
3643	271	0
3644	271	0
3645	272	0
3646	272	0
3647	272	0
3648	272	0
3649	273	0
3650	273	0
3651	273	0
3652	273	0
3653	274	0
3654	274	0
3655	274	0
3656	274	0
3657	275	0
3658	275	0
3659	275	0
3660	275	0
3661	276	0
3662	276	0
3663	276	0
3664	276	0
3665	277	0
3666	277	0
3667	277	0
3668	277	0
3669	278	0
3670	278	0
3671	278	0
3672	278	0
3673	279	0
3674	279	0
3675	279	0
3676	279	0
3677	280	0
3678	280	0
3679	280	0
3680	280	0
3681	97	3
3682	97	0
3683	97	0
3684	97	5
3685	98	2
3686	98	0
3687	98	0
3688	98	3
3689	99	0
3690	99	0
3691	99	0
3692	99	0
3693	100	0
3694	100	0
3695	100	0
3696	100	0
3697	101	19
3698	101	5
3699	101	0
3700	101	22
3701	102	0
3702	102	0
3703	102	0
3704	102	0
3705	103	9
3706	103	0
3707	103	0
3708	103	8
3709	104	0
3710	104	0
3711	104	0
3712	104	0
3713	105	0
3714	105	0
3715	105	0
3716	105	0
3717	106	0
3718	106	0
3719	106	0
3720	106	0
3721	107	0
3722	107	0
3723	107	0
3724	107	0
3725	108	0
3726	108	0
3727	108	0
3728	108	0
3729	109	0
3730	109	0
3731	109	0
3732	109	0
3733	110	0
3734	110	0
3735	110	0
3736	110	4
3737	111	0
3738	111	0
3739	111	0
3740	111	0
3741	112	0
3742	112	0
3743	112	0
3744	112	0
3745	113	0
3746	113	0
3747	113	0
3748	113	0
3749	114	1
3750	114	0
3751	114	0
3752	114	1
3753	115	0
3754	115	0
3755	115	0
3756	115	0
3757	116	0
3758	116	0
3759	116	0
3760	116	0
3761	117	0
3762	117	0
3763	117	0
3764	117	0
3765	118	0
3766	118	0
3767	118	0
3768	118	0
3769	119	0
3770	119	0
3771	119	0
3772	119	0
3773	120	6
3774	120	6
3775	120	0
3776	120	14
3777	121	0
3778	121	0
3779	121	0
3780	121	1
3781	122	2
3782	122	0
3783	122	0
3784	122	2
3785	123	2
3786	123	0
3787	123	0
3788	123	4
3789	124	0
3790	124	0
3791	124	0
3792	124	0
3793	125	0
3794	125	0
3795	125	0
3796	125	0
3797	126	0
3798	126	0
3799	126	0
3800	126	0
3801	127	0
3802	127	0
3803	127	0
3804	127	0
3805	128	0
3806	128	0
3807	128	0
3808	128	0
3809	129	0
3810	129	0
3811	129	0
3812	129	0
3813	130	0
3814	130	0
3815	130	0
3816	130	0
3817	131	0
3818	131	0
3819	131	0
3820	131	1
3821	132	0
3822	132	0
3823	132	0
3824	132	0
3825	133	1
3826	133	0
3827	133	0
3828	133	2
3829	134	0
3830	134	0
3831	134	0
3832	134	1
3833	135	0
3834	135	0
3835	135	0
3836	135	0
3837	136	0
3838	136	0
3839	136	0
3840	136	0
3841	137	0
3842	137	0
3843	137	0
3844	137	0
3845	138	2
3846	138	0
3847	138	0
3848	138	1
3849	139	0
3850	139	0
3851	139	0
3852	139	0
3853	140	0
3854	140	0
3855	140	0
3856	140	0
3857	141	0
3858	141	0
3859	141	0
3860	141	0
3861	142	0
3862	142	0
3863	142	0
3864	142	0
3865	143	4
3866	143	0
3867	143	0
3868	143	3
3869	144	0
3870	144	0
3871	144	0
3872	144	0
3873	145	2
3874	145	0
3875	145	0
3876	145	2
3877	146	0
3878	146	0
3879	146	0
3880	146	0
3881	147	0
3882	147	0
3883	147	0
3884	147	0
3885	148	0
3886	148	0
3887	148	0
3888	148	0
3889	149	8
3890	149	0
3891	149	0
3892	149	6
3893	150	0
3894	150	0
3895	150	0
3896	150	0
3897	151	6
3898	151	1
3899	151	0
3900	151	19
3901	152	0
3902	152	0
3903	152	0
3904	152	0
3905	153	20
3906	153	1
3907	153	0
3908	153	23
3909	154	0
3910	154	0
3911	154	0
3912	154	0
3913	155	0
3914	155	0
3915	155	0
3916	155	0
3917	156	0
3918	156	0
3919	156	0
3920	156	0
3921	157	0
3922	157	0
3923	157	0
3924	157	0
3925	158	0
3926	158	0
3927	158	0
3928	158	0
3929	159	0
3930	159	0
3931	159	0
3932	159	0
3933	160	6
3934	160	0
3935	160	0
3936	160	4
3937	161	3
3938	161	0
3939	161	0
3940	161	7
3941	162	0
3942	162	0
3943	162	0
3944	162	6
3945	163	2
3946	163	4
3947	163	0
3948	163	4
3949	164	0
3950	164	0
3951	164	0
3952	164	0
3953	165	13
3954	165	0
3955	165	0
3956	165	13
3957	166	1
3958	166	0
3959	166	0
3960	166	2
3961	167	0
3962	167	0
3963	167	0
3964	167	0
3965	168	17
3966	168	0
3967	168	0
3968	168	7
3969	169	8
3970	169	5
3971	169	0
3972	169	12
3973	170	0
3974	170	0
3975	170	0
3976	170	0
3977	171	0
3978	171	0
3979	171	0
3980	171	0
3981	172	4
3982	172	0
3983	172	0
3984	172	6
3985	173	1
3986	173	0
3987	173	0
3988	173	3
3989	174	10
3990	174	8
3991	174	3
3992	174	9
3993	175	0
3994	175	0
3995	175	0
3996	175	4
3997	176	0
3998	176	0
3999	176	0
4000	176	0
4001	177	16
4002	177	0
4003	177	0
4004	177	6
4005	178	17
4006	178	3
4007	178	0
4008	178	24
4009	179	0
4010	179	0
4011	179	0
4012	179	0
4013	180	2
4014	180	0
4015	180	0
4016	180	7
4017	181	0
4018	181	0
4019	181	0
4020	181	0
4021	182	0
4022	182	0
4023	182	0
4024	182	0
4025	183	11
4026	183	0
4027	183	1
4028	183	17
4029	184	0
4030	184	0
4031	184	0
4032	184	0
4033	185	0
4034	185	0
4035	185	0
4036	185	0
4037	186	7
4038	186	3
4039	186	0
4040	186	6
4041	187	0
4042	187	0
4043	187	0
4044	187	0
4045	188	0
4046	188	0
4047	188	0
4048	188	2
4049	189	5
4050	189	0
4051	189	0
4052	189	5
4053	190	7
4054	190	0
4055	190	0
4056	190	9
4057	191	12
4058	191	0
4059	191	0
4060	191	14
4061	192	0
4062	192	0
4063	192	0
4064	192	2
4065	193	1
4066	193	0
4067	193	0
4068	193	5
4069	194	9
4070	194	8
4071	194	0
4072	194	5
4073	195	0
4074	195	0
4075	195	0
4076	195	0
4077	196	0
4078	196	0
4079	196	0
4080	196	0
4081	197	0
4082	197	0
4083	197	0
4084	197	0
4085	198	0
4086	198	0
4087	198	0
4088	198	0
4089	199	0
4090	199	0
4091	199	0
4092	199	1
4093	200	0
4094	200	0
4095	200	0
4096	200	0
4097	201	0
4098	201	0
4099	201	0
4100	201	0
4101	202	0
4102	202	0
4103	202	0
4104	202	0
4105	203	0
4106	203	0
4107	203	0
4108	203	0
4109	204	0
4110	204	0
4111	204	0
4112	204	0
4113	205	0
4114	205	0
4115	205	0
4116	205	0
4117	206	10
4118	206	8
4119	206	0
4120	206	7
4121	207	0
4122	207	0
4123	207	0
4124	207	0
4125	208	0
4126	208	0
4127	208	0
4128	208	0
4129	209	0
4130	209	0
4131	209	0
4132	209	0
4133	210	4
4134	210	5
4135	210	0
4136	210	11
4137	211	0
4138	211	0
4139	211	0
4140	211	0
