	KRAS	HRAS	BRAF	RAF1	MAP3K1	MAP3K2	MAP3K3	MAP3K4	MAP3K5	MAP2K1	MAP2K2	MAP2K3	MAP2K4	MAP2K5	MAPK1	MAPK3	MAPK4	MAPK6	MAPK7	MAPK8	MAPK9	MAPK12	MAPK14	DAB2	RASSF1	RAB25
TCGA-60-2723-01	0.282833333	0.000833333	0.78175	-0.744	-0.8405	0.8836	-1.372666667	-0.112	1.66225	-0.98275	-0.0705	-0.194666667	0.0565	-0.740166667	0.512625	-0.904166667	-3.00075	0.288	-0.306	-0.4755	-0.556	-0.6455	0.0475	0.44775	-0.971416667	1.6915
TCGA-60-2724-01	-0.22675	0.0845	-0.36975	-1.108	-0.7085	0.2231	-1.338333333	-0.2235	1.82025	-0.220375	-0.297166667	0.429583333	1.042	-0.505833333	-0.00825	-0.451166667	-3.77575	1.4945	-0.0485	0.293	-0.512	0.170166667	0.541333333	0.248625	0.020583333	1.845
TCGA-60-2725-01	0.494	0.100833333	0.7295	-0.37625	-0.0055	0.9027	-1.163166667	0.188	2.2445	-0.03875	-0.436833333	0.137666667	0.142	-0.749833333	0.3835	-1.006166667	-3.002	0.671166667	-0.721	-0.5325	-0.7645	-1.891166667	-0.47875	0.70325	-0.386583333	1.459
TCGA-60-2726-01	0.448666667	1.156	0.4415	-0.82925	-0.097	0.8458	-0.372333333	-0.27525	1.5895	-1.084625	-0.247166667	0.134916667	0.565375	-1.748166667	-0.65475	-0.794	-2.26225	-0.674333333	-0.479	0.2045	-1.7875	-0.539833333	-0.597083333	-0.2115	-0.335416667	1.481666667
TCGA-63-5128-01	0.906083333	0.867833333	1.14675	-0.49325	-0.92	1.1821	-1.535166667	-0.0255	1.5445	0.734125	0.876833333	0.000666667	1.029375	-0.393833333	0.565625	-0.917166667	-2.5575	1.513166667	0.071666667	-0.1815	-0.44175	-0.221666667	0.235083333	-0.016875	-1.292416667	2.360333333
TCGA-63-5131-01	-0.2275	0.446833333	1.30575	-0.05875	-1.7645	1.3607	-0.941333333	-0.34175	2.4945	-0.546125	0.683166667	0.069416667	0.092875	-1.218	0.479875	0.414166667	-2.723	-0.5845	-0.523333333	0.1825	-0.5775	-0.676166667	-0.46825	2.21225	-1.058333333	2.367166667
TCGA-63-6202-01																										
TCGA-66-2727-01	0.301583333	1.425	0.35275	-0.35125	-0.0545	1.2963	-1.058333333	0.5055	2.08475	-0.305875	0.088166667	-0.10525	0.0415	-0.552166667	0.112375	-0.763833333	-2.91675	1.162833333	-0.729666667	0.1915	0.68925	0.412166667	0.559833333	-0.216	-0.883	2.227333333
TCGA-66-2734-01	-0.147166667	1.170666667	0.5135	-0.57825	-0.248	1.0452	-0.719166667	0.88725	3.33175	-0.003875	0.06	1.440833333	0.0705	-0.820666667	0.540125	-0.726	-3.678	1.209	0.6075	0.361	-0.40875	0.310833333	0.36325	0.902125	-0.32675	1.871833333
TCGA-66-2742-01	0.43875	0.232166667	0.155	-0.7065	-0.652	0.8416	-0.699833333	-0.16625	2.56175	-0.7395	-0.149166667	-0.141583333	0.03625	-1.548333333	-0.267625	-1.21	-3.61225	-0.192333333	-0.312333333	-0.6075	-0.2675	-0.464166667	-0.28675	0.009625	-0.666333333	2.561333333
TCGA-66-2744-01	0.627	0.0645	0.1355	-0.0895	0.86	1.2371	-0.901166667	0.33525	1.651	-0.538125	0.124666667	0.669083333	0.427125	-1.465166667	0.412875	-0.439166667	-2.342	-0.725333333	-0.376	-0.26	-0.05775	-0.542	0.25175	0.8875	-0.122916667	1.038666667
TCGA-66-2754-01	0.40575	0.906833333	-0.92075	-0.86575	-0.272	0.9808	-1.697666667	1.059	1.38	0.931875	0.0875	0.53725	-0.13675	-0.352833333	-0.143875	-0.8015	-2.81025	0.374333333	-1.060833333	0.1905	0.8595	0.743166667	0.779083333	0.168125	-0.0535	1.907833333
TCGA-66-2755-01	-0.259166667	0.565	0.71425	-0.13025	-0.1495	1.0693	-1.198333333	0.029	0.951	0.693875	0.040833333	0.266166667	0.780875	0.497333333	-0.06025	-1.124833333	-3.94025	-0.196333333	-0.436166667	0.3085	-0.6015	-2.415666667	-0.129166667	0.504875	-0.286333333	-0.124666667
TCGA-66-2756-01	0.771583333	0.072	1.48275	-1.13125	-0.4615	-0.0746	-1.4925	-1.06175	0.68875	-0.89425	-0.8325	-0.083833333	-0.096375	-1.860333333	-1.0525	-0.463166667	-3.576	-0.758333333	-0.680166667	0.459	-0.3835	-0.897	-0.365	-0.847375	-0.22175	1.766666667
TCGA-66-2757-01	0.394583333	-0.163666667	0.083	-0.663	0.129	0.4123	-1.354	0.231	0.3815	-0.4095	-0.705333333	-1.10925	-0.3615	-0.4465	-1.3645	-1.380666667	-0.39475	0.253333333	-0.7575	-0.5605	-0.6885	-2.697666667	0.338166667	-0.24475	-0.533583333	1.459666667
TCGA-66-2758-01	0.750166667	1.288	1.091	-0.8265	-0.8055	0.7183	-1.637666667	-0.7195	0.93475	-0.377125	0.127333333	-0.086333333	0.916875	-0.599333333	0.006375	-1.249166667	-2.89175	0.360166667	-1.354833333	-0.393	0.1195	0.540833333	-0.599583333	-0.377625	-0.437	2.198333333
TCGA-66-2759-01	-0.091583333	0.652166667	0.9975	-0.20675	0.773	1.3631	-1.591666667	-0.2215	2.72125	0.236375	-0.106833333	-0.142916667	0.29875	-0.9775	-0.072625	-0.857166667	-3.6665	1.428	-0.3375	0.136	-0.03625	-1.230833333	0.629416667	0.2005	-0.248333333	2.099333333
TCGA-66-2763-01	0.327333333	-0.825833333	0.97525	-0.378	-0.476	1.3313	-1.257666667	-0.889	1.37925	-0.080125	0.322166667	-0.202416667	0.0145	-0.241833333	0.25125	0.599833333	-3.0055	0.45	-0.4175	0.337	-0.221	-1.34	0.753	-0.71975	-0.190833333	2.235666667
TCGA-66-2765-01	-0.809333333	1.624	-0.43275	-0.96675	0.5135	0.5491	-1.413333333	0.918	2.92925	-0.2985	0.144333333	0.708	0.415625	-0.5865	0.335375	-0.762166667	-3.1585	0.663666667	0.255166667	0.4295	-0.09175	-0.139333333	0.485333333	-0.138875	-0.319916667	1.484833333
TCGA-66-2766-01	0.184666667	0.802333333	1.12825	-0.24875	0.1405	0.2823	-1.580333333	-0.971	0.93925	-0.05775	-0.524333333	-1.06975	-0.39525	-0.621333333	0.191375	-0.721166667	-2.80425	1.326	-0.548833333	0.2095	0.132	-0.694333333	0.763166667	-0.7525	-0.226166667	2.023833333
TCGA-66-2767-01	0.956166667	1.039833333	1.717	-0.365	-0.1885	1.0955	-0.751833333	0.156	2.21275	-0.717125	-0.0845	-0.038666667	0.27175	-0.594833333	-0.09275	-0.650333333	-3.0325	-0.485833333	-0.559833333	-0.6835	-0.342	-1.470333333	-0.37525	0.7155	-0.543916667	1.7815
TCGA-66-2768-01	-0.044916667	0.686166667	0.94675	-0.9535	-0.524	0.6203	-1.178666667	0.83	2.08675	-0.015625	-0.5955	-0.379916667	-0.3865	-1.355833333	0.139	-0.4715	-2.2925	0.947	-0.688666667	0.4725	0.32175	0.941333333	0.34475	0.224	-0.922	2.206
TCGA-66-2770-01	0.13525	1.402833333	-0.34575	-0.581	0.2085	1.1971	-0.811	-0.362	1.6205	-0.210125	-0.11	0.04375	0.809625	-0.583833333	-0.32475	-0.8675	-3.1055	0.5985	-0.011666667	-0.52	-0.173	0.0355	-0.229666667	0.189125	-0.91575	1.7145
TCGA-66-2771-01	-0.530916667	-0.486833333	0.18325	-0.42875	-0.149	0.6118	-1.525166667	-0.0995	1.58725	-0.336	-0.048	0.060166667	-0.186	-0.512166667	-0.4165	-0.092666667	-2.72475	1.008	-0.7735	-0.269	-0.337	-1.189833333	0.382916667	0.32075	0.395083333	2.516
TCGA-66-2773-01	0.152833333	0.270666667	0.10075	-0.51625	-0.239	0.8187	-0.969666667	-0.4415	2.57975	0.0215	0.162666667	-0.117583333	0.3245	-0.804833333	0.22025	-0.8855	-4.125	1.157166667	-0.470666667	0.0395	-0.48325	0.134666667	0.11075	-0.007	-0.820666667	2.21
TCGA-66-2777-01	1.235416667	0.903833333	1.40775	-0.543	-0.5095	0.6465	-0.905166667	-0.196	2.0615	0.009375	-0.3255	0.422416667	0.003125	-0.601166667	1.40875	-0.7965	-2.85025	0.427666667	-0.7685	0.0815	-0.624	-0.156	0.233916667	0.40375	-0.696166667	2.024666667
TCGA-66-2778-01	0.13925	0.216166667	0.03625	-1.3955	0.2285	0.4055	-1.931833333	-0.79575	1.836	-0.737875	-0.399833333	0.2525	-0.291	-1.150666667	-0.01625	-0.856	-2.4225	1.293	0.027	0.394	-1.5025	0.291166667	0.43575	-0.489625	0.281166667	3.02
TCGA-66-2780-01	-0.256666667	-0.200333333	0.73225	-0.68975	1.016	0.8905	-2.003	0.04425	1.8625	-0.121625	-0.782	0.469166667	0.014375	-1.0245	0.19525	-0.956833333	-2.943	0.888666667	-0.427333333	0.306	-0.3995	0.721833333	0.108166667	-0.182	-0.379666667	1.757
TCGA-66-2781-01	0.04325	-0.149333333	0.0955	-0.847	-1.1945	0.675	-1.615666667	-0.24175	2.1805	-0.475375	-0.544833333	0.183833333	0.4875	-1.454166667	0.356125	-0.922	-2.56875	0.3595	-0.698166667	0.112	-0.49225	1.222666667	0.708333333	-0.792714286	0.0065	2.001833333
TCGA-66-2782-01	0.150833333	-0.073333333	0.599	-0.71	1.1665	1.0884	-1.180666667	-0.20675	2.051	-0.89025	-0.716333333	-0.045166667	-0.325375	-0.9795	-0.457125	-0.419833333	-3.259	0.343333333	-0.378	0.5585	-0.70525	-0.377333333	-0.27625	-0.013375	-0.369166667	1.978
TCGA-66-2783-01	0.037166667	1.693666667	1.643	-0.6105	0.2075	0.7946	-1.073833333	-0.702	2.0945	-0.069125	0.173666667	-0.333333333	-0.564875	-0.053333333	0.52275	-0.466166667	-3.773	1.3505	-0.373	-0.619	0.477	-0.5595	0.73325	-0.438625	-0.729083333	2.872
TCGA-66-2785-01	0.684583333	-0.376666667	0.527	-0.609	-0.5925	1.0455	-1.157333333	0.2545	1.7535	0.093125	-0.602833333	0.693416667	-0.072875	-0.901333333	-0.9115	-1.017166667	2.20625	-0.135	-0.595166667	0.4305	-0.53525	-1.844	0.062333333	1.378125	-0.112833333	2.533666667
TCGA-66-2786-01	-0.087833333	1.341833333	0.13625	-1.025	-0.7325	0.3117	-0.8645	0.97675	2.46075	-0.10175	-0.5245	0.649333333	0.00175	-1.645333333	-0.14975	-0.959833333	-2.2255	0.017666667	-0.2535	-0.077	-0.45925	-0.5125	-0.455583333	0.489875	-0.635083333	1.532666667
TCGA-66-2787-01	1.342	1.265	0.916	-0.405	0.4335	1.1441	-0.426333333	-0.1455	1.1375	0.038	0.012833333	0.268166667	1.61	0.0785	-0.064125	-0.993166667	-0.6115	0.444833333	-0.695333333	-0.2975	-0.20775	-0.226833333	0.0035	0.007	-0.306	2.357833333
TCGA-66-2788-01	-0.206666667	0.058333333	0.785	-0.3665	-0.375	1.1693	-1.243833333	0.2555	2.63375	-0.01225	-0.535333333	0.217166667	0.193625	-1.023	0.328625	-0.361833333	-3.65025	0.774333333	-0.639333333	-0.129	-0.2605	0.615	0.283416667	0.75975	-0.503083333	1.8525
TCGA-66-2789-01	0.28725	-0.131833333	0.269	-0.04125	0.1165	1.4327	-0.910333333	0.618	2.487	-0.3355	-0.697166667	-0.336166667	0.223125	-1.199	-0.64475	-0.9315	-2.587	0.367	-0.595833333	-0.233	-0.396	-1.390833333	0.347583333	0.492125	-1.354916667	2.033833333
TCGA-66-2791-01	0.054083333	-0.011166667	0.0995	-0.12175	0.207	0.7769	-1.179333333	-0.738	1.66925	0.1065	-0.044	-0.487666667	0.355875	-0.6115	0.067125	-0.840333333	-3.5055	0.235166667	-0.725666667	-0.9945	0.67875	-0.669666667	-0.024583333	0.3555	-0.737333333	0.907333333
TCGA-66-2792-01	0.151333333	0.7265	1.2595	-0.7185	-0.719	1.4697	-1.399	0.45725	2.33925	-0.035375	-0.041	0.33825	1.298625	-0.301666667	0.9285	-1.264666667	-2.553	1.294	0.153666667	-0.636	0.1715	0.506666667	-0.372333333	1.404125	-0.481916667	1.768666667
TCGA-66-2793-01	0.363833333	0.844666667	1.81725	-0.49175	-0.6125	0.8442	-1.282333333	1.90575	1.64175	-0.560125	-1.260833333	-0.25125	2.0065	-0.846	-0.950625	-0.999666667	0.594	0.799166667	0.108333333	0.3945	-0.43825	-1.995666667	0.36225	-1.188875	-1.308083333	1.510833333
TCGA-66-2794-01	1.400916667	0.402	0.60775	-0.12425	-0.533	-0.0111	-1.0295	-0.63375	2.22425	-0.8235	0.449	0.198166667	0.293375	-1.733333333	-0.187125	-1.090166667	-2.46525	-1.060666667	-0.3575	-0.083	-1.20975	-0.456333333	-1.049666667	-0.487875	-0.24825	1.731666667
TCGA-66-2795-01	-0.0835	0.657666667	1.089	-1.08975	0.748	0.5883	-1.198166667	-0.7565	0.842	-0.3705	-0.485333333	-0.587916667	-0.286	-0.907333333	-0.683875	-0.789	-2.34375	-0.301666667	-0.785833333	-0.583	0.624	-0.038	-0.102416667	0.1355	-0.709666667	2.894166667
TCGA-66-2800-01	0.498833333	-0.343166667	1.00425	-0.5545	-0.488	0.3349	-1.444833333	-0.05525	1.3625	-0.248	-0.417166667	-0.120916667	0.5335	-1.017333333	0.233875	-1.4355	-2.13175	-0.542166667	-0.324166667	0.244	-0.8945	-0.6075	-0.161083333	0.477875	-0.404333333	1.613833333
TCGA-70-6722-01																										
TCGA-70-6723-01																										
TCGA-85-6175-01																										
TCGA-85-6560-01																										
TCGA-85-6561-01																										
